label,lirik,Data Cleaning,Case Folding,Normalisasi,Tokenisasi,Stopword Removal,Stemming,Rejoin
anger,Entah dimana kusembunyikan rasa malu,Entah dimana kusembunyikan rasa malu,entah dimana kusembunyikan rasa malu,entah dimana kusembunyikan rasa malu,"['entah', 'dimana', 'kusembunyikan', 'rasa', 'malu']","['dimana', 'kusembunyikan', 'malu']","['mana', 'sembunyi', 'malu']",mana sembunyi malu
anger,Entah sampai kapan aku kan bertahan,Entah sampai kapan aku kan bertahan,entah sampai kapan aku kan bertahan,entah sampai kapan aku akan bertahan,"['entah', 'sampai', 'kapan', 'aku', 'akan', 'bertahan']",['bertahan'],['tahan'],tahan
anger,Enyah kau jauh dari hidupku,Enyah kau jauh dari hidupku,enyah kau jauh dari hidupku,enyah kamu jauh dari hidupku,"['enyah', 'kamu', 'jauh', 'dari', 'hidupku']","['enyah', 'hidupku']","['enyah', 'hidup']",enyah hidup
anger,Firaun dan Raja Namrud akhirnya pun mampus,Firaun dan Raja Namrud akhirnya pun mampus,firaun dan raja namrud akhirnya pun mampus,firaun dan raja namrud akhirnya pun mampus,"['firaun', 'dan', 'raja', 'namrud', 'akhirnya', 'pun', 'mampus']","['firaun', 'raja', 'namrud', 'mampus']","['firaun', 'raja', 'namrud', 'mampus']",firaun raja namrud mampus
anger,Gairah pembalapku makin tak tertahan,Gairah pembalapku makin tak tertahan,gairah pembalapku makin tak tertahan,gairah pembalapku makin tidak tertahan,"['gairah', 'pembalapku', 'makin', 'tidak', 'tertahan']","['gairah', 'pembalapku', 'tertahan']","['gairah', 'balap', 'tahan']",gairah balap tahan
anger,Gara-gara kamu,Gara gara kamu,gara gara kamu,gara gara kamu,"['gara', 'gara', 'kamu']","['gara', 'gara']","['gara', 'gara']",gara gara
anger,gila,gila,gila,gila,['gila'],['gila'],['gila'],gila
anger,Goliat sang raksasa akhirnya binasa,Goliat sang raksasa akhirnya binasa,goliat sang raksasa akhirnya binasa,goliat sang raksasa akhirnya binasa,"['goliat', 'sang', 'raksasa', 'akhirnya', 'binasa']","['goliat', 'sang', 'raksasa', 'binasa']","['goliat', 'sang', 'raksasa', 'binasa']",goliat sang raksasa binasa
anger,Habis semua rasa di dada,Habis semua rasa di dada,habis semua rasa di dada,habis semua rasa di dada,"['habis', 'semua', 'rasa', 'di', 'dada']","['habis', 'dada']","['habis', 'dada']",habis dada
anger,Habis waktumu dengan percuma,Habis waktumu dengan percuma,habis waktumu dengan percuma,habis waktumu dengan percuma,"['habis', 'waktumu', 'dengan', 'percuma']","['habis', 'waktumu']","['habis', 'waktu']",habis waktu
anger,Hancur sini hancur sana,Hancur sini hancur sana,hancur sini hancur sana,hancur sini hancur sana,"['hancur', 'sini', 'hancur', 'sana']","['hancur', 'hancur']","['hancur', 'hancur']",hancur hancur
anger,hancur sudah apa yang tengah kita bikin,hancur sudah apa yang tengah kita bikin,hancur sudah apa yang tengah kita bikin,hancur sudah apa yang tengah kita bikin,"['hancur', 'sudah', 'apa', 'yang', 'tengah', 'kita', 'bikin']","['hancur', 'bikin']","['hancur', 'bikin']",hancur bikin
anger,Hanya cemburu,Hanya cemburu,hanya cemburu,hanya cemburu,"['hanya', 'cemburu']",['cemburu'],['cemburu'],cemburu
anger,Hanya terbuang dan sia-sia,Hanya terbuang dan sia sia,hanya terbuang dan sia sia,hanya terbuang dan sia sia,"['hanya', 'terbuang', 'dan', 'sia', 'sia']","['terbuang', 'sia', 'sia']","['buang', 'sia', 'sia']",buang sia sia
anger,Hanyalah bayang kehancuran,Hanyalah bayang kehancuran,hanyalah bayang kehancuran,hanyalah bayang kehancuran,"['hanyalah', 'bayang', 'kehancuran']","['bayang', 'kehancuran']","['bayang', 'hancur']",bayang hancur
anger,Hanyalah beban di hati,Hanyalah beban di hati,hanyalah beban di hati,hanyalah beban di hati,"['hanyalah', 'beban', 'di', 'hati']","['beban', 'hati']","['beban', 'hati']",beban hati
anger,Harapanku semakin jauh,Harapanku semakin jauh,harapanku semakin jauh,harapanku semakin jauh,"['harapanku', 'semakin', 'jauh']",['harapanku'],['harap'],harap
anger,Hari ini ku terima kabarmu,Hari ini ku terima kabarmu,hari ini ku terima kabarmu,hari ini ku terima kabarmu,"['hari', 'ini', 'ku', 'terima', 'kabarmu']","['ku', 'terima', 'kabarmu']","['ku', 'terima', 'kabar']",ku terima kabar
anger,Hati ini terganggu,Hati ini terganggu,hati ini terganggu,hati ini terganggu,"['hati', 'ini', 'terganggu']","['hati', 'terganggu']","['hati', 'ganggu']",hati ganggu
anger,Hidup makin gila,Hidup makin gila,hidup makin gila,hidup makin gila,"['hidup', 'makin', 'gila']","['hidup', 'gila']","['hidup', 'gila']",hidup gila
anger,Hidup semakin tak terkendali,Hidup semakin tak terkendali,hidup semakin tak terkendali,hidup semakin tidak terkendali,"['hidup', 'semakin', 'tidak', 'terkendali']","['hidup', 'terkendali']","['hidup', 'kendali']",hidup kendali
anger,Hidupku tanpa kamu,Hidupku tanpa kamu,hidupku tanpa kamu,hidupku tanpa kamu,"['hidupku', 'tanpa', 'kamu']",['hidupku'],['hidup'],hidup
anger,Hingga sakit yang ku rasa,Hingga sakit yang ku rasa,hingga sakit yang ku rasa,hingga sakit yang ku rasa,"['hingga', 'sakit', 'yang', 'ku', 'rasa']","['sakit', 'ku']","['sakit', 'ku']",sakit ku
anger,Hukum tumpul ke atas hanya tajam ke bawah,Hukum tumpul ke atas hanya tajam ke bawah,hukum tumpul ke atas hanya tajam ke bawah,hukum tumpul ke atas hanya tajam ke bawah,"['hukum', 'tumpul', 'ke', 'atas', 'hanya', 'tajam', 'ke', 'bawah']","['hukum', 'tumpul', 'tajam']","['hukum', 'tumpul', 'tajam']",hukum tumpul tajam
anger,Ingin meledak rasanya,Ingin meledak rasanya,ingin meledak rasanya,ingin meledak rasanya,"['ingin', 'meledak', 'rasanya']",['meledak'],['ledak'],ledak
anger,Ingin rasanya kumenjauh darimu,Ingin rasanya kumenjauh darimu,ingin rasanya kumenjauh darimu,ingin rasanya kumenjauh darimu,"['ingin', 'rasanya', 'kumenjauh', 'darimu']","['kumenjauh', 'darimu']","['jauh', 'dari']",jauh dari
anger,ingin rasanya untuk diakui,ingin rasanya untuk diakui,ingin rasanya untuk diakui,ingin rasanya untuk diakui,"['ingin', 'rasanya', 'untuk', 'diakui']",['diakui'],['aku'],aku
anger,Ingkari janji,Ingkari janji,ingkari janji,ingkari janji,"['ingkari', 'janji']","['ingkari', 'janji']","['ingkar', 'janji']",ingkar janji
anger,Ini gila,Ini gila,ini gila,ini gila,"['ini', 'gila']",['gila'],['gila'],gila
anger,Ini semakin tak terkendali,Ini semakin tak terkendali,ini semakin tak terkendali,ini semakin tidak terkendali,"['ini', 'semakin', 'tidak', 'terkendali']",['terkendali'],['kendali'],kendali
anger,Inikah akhir cerita cinta,Inikah akhir cerita cinta,inikah akhir cerita cinta,inikah akhir cerita cinta,"['inikah', 'akhir', 'cerita', 'cinta']","['cerita', 'cinta']","['cerita', 'cinta']",cerita cinta
anger,Inikah yang pantas aku dapatkan,Inikah yang pantas aku dapatkan,inikah yang pantas aku dapatkan,inikah yang pantas aku dapatkan,"['inikah', 'yang', 'pantas', 'aku', 'dapatkan']",['dapatkan'],['dapat'],dapat
anger,Itulah oh mengapa aku benci Hari libur,Itulah oh mengapa aku benci Hari libur,itulah oh mengapa aku benci hari libur,itulah oh mengapa aku benci hari libur,"['itulah', 'oh', 'mengapa', 'aku', 'benci', 'hari', 'libur']","['oh', 'benci', 'libur']","['oh', 'benci', 'libur']",oh benci libur
anger,Jalan hidup yang engkau tawarkan,Jalan hidup yang engkau tawarkan,jalan hidup yang engkau tawarkan,jalan hidup yang engkau tawarkan,"['jalan', 'hidup', 'yang', 'engkau', 'tawarkan']","['jalan', 'hidup', 'engkau', 'tawarkan']","['jalan', 'hidup', 'engkau', 'tawar']",jalan hidup engkau tawar
anger,jalani kisah tak jelas,jalani kisah tak jelas,jalani kisah tak jelas,jalani kisah tidak jelas,"['jalani', 'kisah', 'tidak', 'jelas']","['jalani', 'kisah']","['jalan', 'kisah']",jalan kisah
anger,Jangan ada lagi dusta,Jangan ada lagi dusta,jangan ada lagi dusta,jangan ada lagi dusta,"['jangan', 'ada', 'lagi', 'dusta']",['dusta'],['dusta'],dusta
anger,Jangan berpikir ku  jangan kau merasa aku,Jangan berpikir ku  jangan kau merasa aku,jangan berpikir ku  jangan kau merasa aku,jangan berpikir ku jangan kamu merasa aku,"['jangan', 'berpikir', 'ku', 'jangan', 'kamu', 'merasa', 'aku']","['berpikir', 'ku']","['pikir', 'ku']",pikir ku
anger,Jangan bikin susah,Jangan bikin susah,jangan bikin susah,jangan bikin susah,"['jangan', 'bikin', 'susah']","['bikin', 'susah']","['bikin', 'susah']",bikin susah
anger,Jangan jangan sembarang pacaran,Jangan jangan sembarang pacaran,jangan jangan sembarang pacaran,jangan jangan sembarang pacaran,"['jangan', 'jangan', 'sembarang', 'pacaran']","['sembarang', 'pacaran']","['sembarang', 'pacar']",sembarang pacar
anger,Jangan kau buang waktu,Jangan kau buang waktu,jangan kau buang waktu,jangan kamu buang waktu,"['jangan', 'kamu', 'buang', 'waktu']",['buang'],['buang'],buang
anger,Jangan kau permainkan,Jangan kau permainkan,jangan kau permainkan,jangan kamu permainkan,"['jangan', 'kamu', 'permainkan']",['permainkan'],['main'],main
anger,Jangan kau pernah tanya siapa yang patut kau cintai,Jangan kau pernah tanya siapa yang patut kau cintai,jangan kau pernah tanya siapa yang patut kau cintai,jangan kamu pernah tanya siapa yang patut kamu cintai,"['jangan', 'kamu', 'pernah', 'tanya', 'siapa', 'yang', 'patut', 'kamu', 'cintai']","['patut', 'cintai']","['patut', 'cinta']",patut cinta
anger,Jangan kau sebut aku lelaki,Jangan kau sebut aku lelaki,jangan kau sebut aku lelaki,jangan kamu sebut aku lelaki,"['jangan', 'kamu', 'sebut', 'aku', 'lelaki']",['lelaki'],['lelaki'],lelaki
anger,jangan lewat batas itu,jangan lewat batas itu,jangan lewat batas itu,jangan lewat batas itu,"['jangan', 'lewat', 'batas', 'itu']",['batas'],['batas'],batas
anger,Jangan main-main lagi,Jangan main main lagi,jangan main main lagi,jangan main main lagi,"['jangan', 'main', 'main', 'lagi']","['main', 'main']","['main', 'main']",main main
anger,Jangan memilih aku,Jangan memilih aku,jangan memilih aku,jangan memilih aku,"['jangan', 'memilih', 'aku']",['memilih'],['pilih'],pilih
anger,Jangan menatapku  jangan kau melihat aku,Jangan menatapku  jangan kau melihat aku,jangan menatapku  jangan kau melihat aku,jangan menatapku jangan kamu melihat aku,"['jangan', 'menatapku', 'jangan', 'kamu', 'melihat', 'aku']",['menatapku'],['tatap'],tatap
anger,Jangan seperti selama ini hidup bagaikan air dan api.,Jangan seperti selama ini hidup bagaikan air dan api ,jangan seperti selama ini hidup bagaikan air dan api ,jangan seperti selama ini hidup bagaikan air dan api,"['jangan', 'seperti', 'selama', 'ini', 'hidup', 'bagaikan', 'air', 'dan', 'api']","['hidup', 'air', 'api']","['hidup', 'air', 'api']",hidup air api
anger,Jangan tatap jam dinding itu lagi,Jangan tatap jam dinding itu lagi,jangan tatap jam dinding itu lagi,jangan tatap jam dinding itu lagi,"['jangan', 'tatap', 'jam', 'dinding', 'itu', 'lagi']","['tatap', 'jam', 'dinding']","['tatap', 'jam', 'dinding']",tatap jam dinding
anger,Jangan terus kamu menggenit temanku,Jangan terus kamu menggenit temanku,jangan terus kamu menggenit temanku,jangan terus kamu menggenit temanku,"['jangan', 'terus', 'kamu', 'menggenit', 'temanku']","['menggenit', 'temanku']","['genit', 'teman']",genit teman
anger,Jangan.. hina keputusanku,Jangan   hina keputusanku,jangan   hina keputusanku,jangan hina keputusanku,"['jangan', 'hina', 'keputusanku']","['hina', 'keputusanku']","['hina', 'putus']",hina putus
anger,Jika kau rasa kaulah segalanya,Jika kau rasa kaulah segalanya,jika kau rasa kaulah segalanya,jika kamu rasa kaulah segalanya,"['jika', 'kamu', 'rasa', 'kaulah', 'segalanya']",['kaulah'],['kau'],kau
anger,Juga cinta tak mau dikhianati,Juga cinta tak mau dikhianati,juga cinta tak mau dikhianati,juga cinta tidak mau dikhianati,"['juga', 'cinta', 'tidak', 'mau', 'dikhianati']","['cinta', 'dikhianati']","['cinta', 'khianat']",cinta khianat
anger,Kadang kau memfitnah,Kadang kau memfitnah,kadang kau memfitnah,kadang kamu memfitnah,"['kadang', 'kamu', 'memfitnah']","['kadang', 'memfitnah']","['kadang', 'fitnah']",kadang fitnah
anger,Kadang ku kesal dengan sikapmu,Kadang ku kesal dengan sikapmu,kadang ku kesal dengan sikapmu,kadang ku kesal dengan sikapmu,"['kadang', 'ku', 'kesal', 'dengan', 'sikapmu']","['kadang', 'ku', 'kesal', 'sikapmu']","['kadang', 'ku', 'kesal', 'sikap']",kadang ku kesal sikap
anger,Kadang langkahmu menganggu  asa batinku,Kadang langkahmu menganggu  asa batinku,kadang langkahmu menganggu  asa batinku,kadang langkahmu menganggu asa batinku,"['kadang', 'langkahmu', 'menganggu', 'asa', 'batinku']","['kadang', 'langkahmu', 'menganggu', 'asa', 'batinku']","['kadang', 'langkah', 'menganggu', 'asa', 'batin']",kadang langkah menganggu asa batin
anger,Kalau kau belum jago janganlah kau sok tau,Kalau kau belum jago janganlah kau sok tau,kalau kau belum jago janganlah kau sok tau,kalau kamu belum jago janganlah kamu sok tahu,"['kalau', 'kamu', 'belum', 'jago', 'janganlah', 'kamu', 'sok', 'tahu']","['jago', 'sok']","['jago', 'sok']",jago sok
anger,Kalau terus begini bisa membuat lelah hati,Kalau terus begini bisa membuat lelah hati,kalau terus begini bisa membuat lelah hati,kalau terus begini bisa membuat lelah hati,"['kalau', 'terus', 'begini', 'bisa', 'membuat', 'lelah', 'hati']","['lelah', 'hati']","['lelah', 'hati']",lelah hati
anger,Kali Ini.. Setiap Kau Sebut Namanya,Kali Ini   Setiap Kau Sebut Namanya,kali ini   setiap kau sebut namanya,kali ini setiap kamu sebut namanya,"['kali', 'ini', 'setiap', 'kamu', 'sebut', 'namanya']","['kali', 'namanya']","['kali', 'nama']",kali nama
anger,Karena kelakuanmu,Karena kelakuanmu,karena kelakuanmu,karena kelakuanmu,"['karena', 'kelakuanmu']",['kelakuanmu'],['laku'],laku
anger,karena semua itu tak terlihat lagi begitu berarti bagimu bagiku,karena semua itu tak terlihat lagi begitu berarti bagimu bagiku,karena semua itu tak terlihat lagi begitu berarti bagimu bagiku,karena semua itu tidak terlihat lagi begitu berarti bagimu bagiku,"['karena', 'semua', 'itu', 'tidak', 'terlihat', 'lagi', 'begitu', 'berarti', 'bagimu', 'bagiku']","['bagimu', 'bagiku']","['bagi', 'bagi']",bagi bagi
anger,Karna cinta tak mungkin terbagi-bagi,Karna cinta tak mungkin terbagi bagi,karna cinta tak mungkin terbagi bagi,karena cinta tidak mungkin terbagi bagi,"['karena', 'cinta', 'tidak', 'mungkin', 'terbagi', 'bagi']","['cinta', 'terbagi']","['cinta', 'bagi']",cinta bagi
anger,Karna kau takkan pungkiri semua semua ingin kau miliki,Karna kau takkan pungkiri semua semua ingin kau miliki,karna kau takkan pungkiri semua semua ingin kau miliki,karena kamu takkan pungkiri semua semua ingin kamu miliki,"['karena', 'kamu', 'takkan', 'pungkiri', 'semua', 'semua', 'ingin', 'kamu', 'miliki']","['takkan', 'pungkiri', 'miliki']","['tak', 'pungkiri', 'milik']",tak pungkiri milik
anger,Karna ku bukan mainan,Karna ku bukan mainan,karna ku bukan mainan,karena ku bukan mainan,"['karena', 'ku', 'bukan', 'mainan']","['ku', 'mainan']","['ku', 'main']",ku main
anger,Katakan terus terang kalau kau tak suka,Katakan terus terang kalau kau tak suka,katakan terus terang kalau kau tak suka,katakan terus terang kalau kamu tidak suka,"['katakan', 'terus', 'terang', 'kalau', 'kamu', 'tidak', 'suka']","['terang', 'suka']","['terang', 'suka']",terang suka
anger,Katakan tidak pada berdusta,Katakan tidak pada berdusta,katakan tidak pada berdusta,katakan tidak pada berdusta,"['katakan', 'tidak', 'pada', 'berdusta']",['berdusta'],['dusta'],dusta
anger,Katakan tidak pada berdusta (berdusta),Katakan tidak pada berdusta  berdusta ,katakan tidak pada berdusta  berdusta ,katakan tidak pada berdusta berdusta,"['katakan', 'tidak', 'pada', 'berdusta', 'berdusta']","['berdusta', 'berdusta']","['dusta', 'dusta']",dusta dusta
anger,Katakan tidak pada mendua,Katakan tidak pada mendua,katakan tidak pada mendua,katakan tidak pada mendua,"['katakan', 'tidak', 'pada', 'mendua']",['mendua'],['dua'],dua
anger,Katakan tidak pada mendua (mendua),Katakan tidak pada mendua  mendua ,katakan tidak pada mendua  mendua ,katakan tidak pada mendua mendua,"['katakan', 'tidak', 'pada', 'mendua', 'mendua']","['mendua', 'mendua']","['dua', 'dua']",dua dua
anger,Katakan tidak pada selingkuh,Katakan tidak pada selingkuh,katakan tidak pada selingkuh,katakan tidak pada selingkuh,"['katakan', 'tidak', 'pada', 'selingkuh']",['selingkuh'],['selingkuh'],selingkuh
anger,Katakan tidak pada selingkuh (selingkuh),Katakan tidak pada selingkuh  selingkuh ,katakan tidak pada selingkuh  selingkuh ,katakan tidak pada selingkuh selingkuh,"['katakan', 'tidak', 'pada', 'selingkuh', 'selingkuh']","['selingkuh', 'selingkuh']","['selingkuh', 'selingkuh']",selingkuh selingkuh
anger,Katakan tidak tebar pesona,Katakan tidak tebar pesona,katakan tidak tebar pesona,katakan tidak tebar pesona,"['katakan', 'tidak', 'tebar', 'pesona']","['tebar', 'pesona']","['tebar', 'pesona']",tebar pesona
anger,Kata-kataku salah menurutmu,Kata kataku salah menurutmu,kata kataku salah menurutmu,kata kataku salah menurutmu,"['kata', 'kataku', 'salah', 'menurutmu']","['kataku', 'salah', 'menurutmu']","['kata', 'salah', 'turut']",kata salah turut
anger,Kata-katamu benar menurutmu,Kata katamu benar menurutmu,kata katamu benar menurutmu,kata katamu benar menurutmu,"['kata', 'katamu', 'benar', 'menurutmu']","['katamu', 'menurutmu']","['kata', 'turut']",kata turut
anger,Kau bilang tak pernah bahagia,Kau bilang tak pernah bahagia,kau bilang tak pernah bahagia,kamu bilang tidak pernah bahagia,"['kamu', 'bilang', 'tidak', 'pernah', 'bahagia']","['bilang', 'bahagia']","['bilang', 'bahagia']",bilang bahagia
anger,kau bohong,kau bohong,kau bohong,kamu bohong,"['kamu', 'bohong']",['bohong'],['bohong'],bohong
anger,Kau bohong kau bohong kau bohong,Kau bohong kau bohong kau bohong,kau bohong kau bohong kau bohong,kamu bohong kamu bohong kamu bohong,"['kamu', 'bohong', 'kamu', 'bohong', 'kamu', 'bohong']","['bohong', 'bohong', 'bohong']","['bohong', 'bohong', 'bohong']",bohong bohong bohong
anger,Kau bohongi aku yang tak pernah membohongimu,Kau bohongi aku yang tak pernah membohongimu,kau bohongi aku yang tak pernah membohongimu,kamu bohongi aku yang tidak pernah membohongimu,"['kamu', 'bohongi', 'aku', 'yang', 'tidak', 'pernah', 'membohongimu']","['bohongi', 'membohongimu']","['bohong', 'bohong']",bohong bohong
anger,Kau Buat Ku Tersiksa,Kau Buat Ku Tersiksa,kau buat ku tersiksa,kamu buat ku tersiksa,"['kamu', 'buat', 'ku', 'tersiksa']","['ku', 'tersiksa']","['ku', 'siksa']",ku siksa
anger,Kau bunuh hatiku,Kau bunuh hatiku,kau bunuh hatiku,kamu bunuh hatiku,"['kamu', 'bunuh', 'hatiku']","['bunuh', 'hatiku']","['bunuh', 'hati']",bunuh hati
anger,Kau butakan mata hati,Kau butakan mata hati,kau butakan mata hati,kamu butakan mata hati,"['kamu', 'butakan', 'mata', 'hati']","['butakan', 'mata', 'hati']","['buta', 'mata', 'hati']",buta mata hati
anger,Kau curangi aku,Kau curangi aku,kau curangi aku,kamu curangi aku,"['kamu', 'curangi', 'aku']",['curangi'],['curang'],curang
anger,Kau curi lagi ...,Kau curi lagi    ,kau curi lagi    ,kamu curi lagi,"['kamu', 'curi', 'lagi']",['curi'],['curi'],curi
anger,Kau datang dan pergi,Kau datang dan pergi,kau datang dan pergi,kamu datang dan pergi,"['kamu', 'datang', 'dan', 'pergi']",['pergi'],['pergi'],pergi
anger,Kau datang lagi mencoba untuk merubah,Kau datang lagi mencoba untuk merubah,kau datang lagi mencoba untuk merubah,kamu datang lagi mencoba untuk merubah,"['kamu', 'datang', 'lagi', 'mencoba', 'untuk', 'merubah']","['mencoba', 'merubah']","['coba', 'rubah']",coba rubah
anger,Kau dustai hati,Kau dustai hati,kau dustai hati,kamu dustai hati,"['kamu', 'dustai', 'hati']","['dustai', 'hati']","['dusta', 'hati']",dusta hati
anger,Kau dustakan semua,Kau dustakan semua,kau dustakan semua,kamu dustakan semua,"['kamu', 'dustakan', 'semua']",['dustakan'],['dusta'],dusta
anger,Kau hancurkan semua,Kau hancurkan semua,kau hancurkan semua,kamu hancurkan semua,"['kamu', 'hancurkan', 'semua']",['hancurkan'],['hancur'],hancur
anger,Kau hanya ingin permainkan perasaanku,Kau hanya ingin permainkan perasaanku,kau hanya ingin permainkan perasaanku,kamu hanya ingin permainkan perasaanku,"['kamu', 'hanya', 'ingin', 'permainkan', 'perasaanku']","['permainkan', 'perasaanku']","['main', 'asa']",main asa
